Company,Fiscal Year,Event Date (adjusted),Estimation N,Alpha,Beta,"CAR[-1,+1]","CAR[-2,+2]","CAR[0,+1]","|CAR|[-1,+1]","CAR[0,+5]","CAR[0,+20]",total_sentences,positive_share,negative_share,Overall_sentiment,ESG_sentences,ESG_positive_share,ESG_negative_share,ESG_sentiment,Specificity_mean,Specificity_all_flagged_mean,specificity_sentences_classified,specificity_primary_sentences,source_company,_merge,exclusion_reason,regression_eligible,COVID_period
"The Travelers Companies, Inc.",2013,2014-04-21,221,-6.140352146508164e-05,0.1911445469483599,-0.0003436437919004,0.0213040270080478,0.002127257059677,0.0003436437919004,0.03661346170420373,0.06982406349958055,71.0,0.647887323943662,0.0422535211267605,0.6056338028169015,16.0,0.4375,0.0625,0.375,1.8666666666666667,1.875,16.0,15.0,Travelers,both,,True,False
"The Travelers Companies, Inc.",2014,2015-04-17,221,0.0009228670971378,0.5225828720136535,-0.021557296553285,-0.0592474611556834,-0.0250459028578199,0.021557296553285,-0.05296568027632239,-0.08469347066588974,80.0,0.65,0.05,0.6,18.0,0.3888888888888889,0.1111111111111111,0.2777777777777778,1.8571428571428572,1.4444444444444444,18.0,14.0,Travelers,both,,True,False
"The Travelers Companies, Inc.",2015,2016-04-15,221,0.0005381325533478,0.72800414297341,-0.0039423021341912,-0.014719270822488,0.0021832609006521,0.0039423021341912,-0.05019186473301404,-0.017622741648993773,143.0,0.5034965034965035,0.0139860139860139,0.4895104895104895,20.0,0.4,0.0,0.4,1.5714285714285714,1.1,20.0,14.0,Travelers,both,,True,False
"The Travelers Companies, Inc.",2016,2017-04-13,221,0.0001027384509674,0.5972201069043381,0.0078334731764806,-0.0001512544367424,0.0039432205889143,0.0078334731764806,-0.01998368407549595,-0.026051263141422816,140.0,0.5357142857142857,0.0357142857142857,0.5,27.0,0.4074074074074074,0.037037037037037,0.3703703703703703,1.681818181818182,1.4074074074074074,27.0,22.0,Travelers,both,,True,False
"The Travelers Companies, Inc.",2017,2018-04-13,221,0.000281196997871,0.7232071004805837,-0.0011930574590235,-0.015667686232137,-0.0014069801494358,0.0011930574590235,-0.006926323604314585,-0.06476061952241556,175.0,0.48,0.0285714285714285,0.4514285714285714,37.0,0.3243243243243243,0.027027027027027,0.2972972972972973,1.7741935483870968,1.5675675675675675,37.0,31.0,Travelers,both,,True,False
"The Travelers Companies, Inc.",2018,2019-04-12,221,-8.02455373091364e-05,0.7923641850085329,0.0054651110032195,0.0155338085338219,-0.0010186329506213,0.0054651110032195,-0.0028779098164682902,0.07606106504510057,171.0,0.5906432748538012,0.0175438596491228,0.5730994152046784,22.0,0.3181818181818182,0.0,0.3181818181818182,1.3529411764705883,1.1363636363636365,22.0,17.0,Travelers,both,,True,False
"The Travelers Companies, Inc.",2019,2020-04-13,221,-0.0005291274268943,0.7261854302443063,0.0067005878771945,-0.0060112321811752,-0.0262978086101908,0.0067005878771945,-0.07425180562130537,-0.15583300915518425,184.0,0.592391304347826,0.0326086956521739,0.5597826086956521,27.0,0.3703703703703703,0.037037037037037,0.3333333333333333,1.2857142857142858,1.1111111111111112,27.0,21.0,Travelers,both,,True,True
"The Travelers Companies, Inc.",2020,2021-04-09,221,-0.0002140786034254,1.1467968120235852,-0.0143795849999271,-0.0145180522320706,0.0060280547527521,0.0143795849999271,0.015591702543757755,0.03793343450049485,196.0,0.6326530612244898,0.0408163265306122,0.5918367346938775,61.0,0.5081967213114754,0.0655737704918032,0.4426229508196721,1.5294117647058822,1.3770491803278688,61.0,51.0,Travelers,both,,True,False
"The Travelers Companies, Inc.",2021,2022-04-08,221,0.0006233244611225,0.7098839604087576,0.0244973247871783,0.0370443178139181,0.0308884598156159,0.0244973247871783,0.030063316091476572,0.01597377778840323,178.0,0.5786516853932584,0.0337078651685393,0.5449438202247191,46.0,0.4130434782608695,0.0434782608695652,0.3695652173913043,1.351351351351351,1.173913043478261,46.0,37.0,Travelers,both,,True,False
"The Travelers Companies, Inc.",2022,2023-04-14,221,0.0002843241643752,0.4671619032872803,-0.020972969900387,-0.0164843256622531,-0.010743437494343,0.020972969900387,0.0373308004084499,0.04951389748272879,193.0,0.6010362694300518,0.0310880829015544,0.5699481865284974,41.0,0.4146341463414634,0.0,0.4146341463414634,1.2580645161290325,0.975609756097561,41.0,31.0,Travelers,both,,True,False
"The Travelers Companies, Inc.",2023,2024-04-26,221,0.0007066323064298,0.4182590013896196,-0.0084280950817538,-0.0110407856957337,-0.0118396600904311,0.0084280950817538,-0.01190632934656458,-0.037257049205999565,213.0,0.6197183098591549,0.0375586854460093,0.5821596244131455,26.0,0.4230769230769231,0.0769230769230769,0.3461538461538461,1.3571428571428572,0.8076923076923077,26.0,14.0,Travelers,both,,True,False
